USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
722312,3908,HAMMOND MUNICIPAL AIRPORT,US,LA,KHDC,30.521,-90.418,13.4,20060101,20231024
722314,3934,NEW IBERIA/ACADIANA,US,LA,KARA,30.033,-91.883,7,19810724,19971231
722314,53915,ACADIANA REGIONAL AIRPORT,US,LA,KARA,30.029,-91.885,4.8,20060101,20231025
722315,53917,LAKEFRONT AIRPORT,US,LA,KNEW,30.049,-90.029,0.9,19420901,20231024
722316,12958,NEW ORLEANS NAS,US,LA,KNBG,29.817,-90.017,0.6,19730101,20231025
722317,13970,BATON ROUGE METRO R,US,LA,KBTR,30.537,-91.147,23.2,19420101,19971231
722319,53943,NATCHITOCHES REGIONAL ARPT,US,LA,KIER,31.736,-93.099,36.9,20060101,20231025
722320,12884,BATON ROUGE METRO R,US,LA,KBVE,29.333,-89.408,0.3,19730101,20101115
722320,13970,BATON ROUGE METRO RYAN FIELD AIRPORT,US,LA,KBTR,30.538,-91.147,20.4,20101115,20231025
722322,361,GLASGOW MUNICIPAL AIRPORT,US,KY,KGLW,37.033,-85.95,218.2,20050101,20231024
722323,362,GATESVILLE MUNICIPAL AIRPORT,US,TX,KGOP,31.417,-97.8,276.2,20050101,20231024
722324,3071,MIDLAND AIRPARK,US,TX,KMDD,32.036,-102.101,854.4,20060101,20231024
722329,12936,HARRY P WILLIAMS MEMO ARPT,US,LA,KPTN,29.717,-91.333,2.7,20060101,20231025
722330,53865,SLIDELL AIRPORT,US,LA,KASD,30.344,-89.822,7.5,20050101,20231025
722331,54941,IOWA FALLS MUNICIPAL AIRPORT,US,IA,KIFA,42.471,-93.207,346.6,20071016,20231024
722332,54953,TOMAHAWK REGIONAL AIRPORT,US,WI,KTKV,45.469,-89.806,452.9,20060101,20231024
722333,3069,SAGUACHE MUNICIPAL AIRPORT,US,CO,K04V,38.097,-106.169,2385.4,20060101,20231024
722334,3976,BEAUREGARD REGIONAL AIRPORT,US,LA,KDRI,30.833,-93.333,62.2,20060101,20231024
722338,12994,JIM HOGG COUNTY AIRPORT,US,TX,KHBV,27.349,-98.737,202.1,20060101,20231024
722340,13865,KEY FIELD AIRPORT,US,MS,KMEI,32.335,-88.751,88.1,19420301,20231024
722341,92822,ORMOND BEACH MUNICIPAL AIRPORT,US,FL,KOMN,29.296,-81.113,8.8,20060101,20231023
722342,54931,TRACY MUNICIPAL AIRPORT,US,MN,KTKC,44.249,-95.607,408.4,20060101,20231025
722343,54826,SOUTH HAVEN AREA REGIONAL AIRPORT,US,MI,KLWA,42.351,-86.256,203,20060101,20231024
722345,3866,MERIDIAN NAS/MC CAIN FD AP,US,MS,KNMM,32.55,-88.567,82.6,19730101,20231024
722346,54824,OWOSSO COMMUNITY AIRPORT,US,MI,KRNP,42.993,-84.139,224.3,20050101,20231024
722347,13833,HAGLER AAF,US,MS,KHBG,31.282,-89.253,46,20050101,20100731
722348,53808,HATTIESBURG-LAUREL RGNL AP,US,MS,KPIB,31.467,-89.333,89.3,20060101,20231025
722350,3940,JACKSON INTERNATIONAL AIRPORT,US,MS,KJAN,32.32,-90.078,90.2,19420901,20231024
722351,12953,WHARTON REGIONAL AIRPORT,US,TX,KARM,29.266,-96.008,30.5,20060101,20231024
722354,13927,HAWKINS FIELD AIRPORT,US,MS,KHKS,32.338,-90.221,101.7,20050101,20231024
722355,93999,VICKSBURG MUNICIPAL AIRPORT,US,MS,KVKS,32.233,-90.933,31.4,20130319,20231024
722356,13939,MID DELTA RGNL,US,MS,KGLH,33.483,-90.985,39.3,19420120,19971231
722357,3961,HRDY-ANRES FD NTCHZ-ADAMS COUNTY AIRPORT,US,MS,KHEZ,31.617,-91.283,82.9,20060101,20231024
722358,93919,MCOM/PIKE CO/J E LWS FD AP,US,MS,KMCB,31.182,-90.472,123.6,19730101,20231025
722359,13978,GREENWOOD LEFLORE,US,MS,KGWO,33.496,-90.087,40.5,19430205,19971231
722361,92808,NEW SMYRNA BEACH MUNICIPAL AIRPORT,US,FL,KEVB,29.054,-80.948,3.1,20060101,20231024
722362,93937,SULPHUR SPRINGS MUNICIPAL AIRPORT,US,TX,KSLR,33.167,-95.617,149.1,20060101,20231024
722363,23098,EDWARDS COUNTY AIRPORT,US,TX,KECU,29.947,-100.173,723,20060101,20231025
722364,23903,TUNICA MUNICIPAL AIRPORT,US,MS,KUTA,34.681,-90.347,59.1,20050104,20231024
722366,53865,SLIDELL LA WSO/WSR,US,LA,KASD,30.343,-89.822,8.2,20080101,20091231
722367,363,SKYHAVEN AIRPORT,US,MO,KRCM,38.783,-93.8,243.2,20071016,20231024
722368,364,THOMAS P STAFFORD AIRPORT,US,OK,KOJA,35.55,-98.667,489.2,20071114,20231024
722369,365,T P MC CAMPBELL AIRPORT,US,TX,KTFP,27.917,-97.2,5.2,20071016,20230606
722390,3931,POLK ARMY AIRFIELD,US,LA,KPOE,31.05,-93.183,100.6,19620903,20231024
722400,3937,LAKE CHARLES REGIONAL AIRPORT,US,LA,KLCH,30.126,-93.228,2,19420502,20231025
722403,12968,SALT POINT,US,LA,KP92,29.559,-91.525,1,20060413,20231024
722404,13941,CHENNAULT INTERNATIONAL AP,US,LA,KCWF,30.21,-93.143,5.2,19880105,20231025
722405,13976,LAFAYETTE REGIONAL AIRPORT,US,LA,KLFT,30.199,-91.99,10.8,19451001,20231025
722406,12927,HOUMA-TERREBONNE AIRPORT,US,LA,KHUM,29.566,-90.66,2.7,20050101,20231025
722410,12917,SOUTHEAST TEXAS REGIONAL AIRPORT,US,TX,KBPT,29.952,-94.026,3.8,19730101,20231024
722416,12971,NEW BRAUNFELS MUNICIPAL AP,US,TX,KBAZ,29.709,-98.046,197.6,19990317,20231024
722420,12923,SCHOLES INTL AT GLSTON APT,US,TX,KGLS,29.27,-94.864,1.5,19930101,20231024
722422,12923,SCHOLES INTL AT GLSTON APT,US,TX,KGLS,29.273,-94.859,2.7,19730101,19900109
722423,12923,GALVESTON SCHOLES FIELD,US,TX,KGLS,29.273,-94.859,2.7,19431101,19631001
722427,12975,CLOVER FIELD AIRPORT,US,TX,KLVJ,29.519,-95.242,11.9,20060101,20231024
722429,53910,HOOKS MEMORIAL AIRPT,US,TX,KDWH,30.068,-95.556,46.8,20060101,20231024
722430,12960,G BUSH INTERCONTINENTAL AP/HOUSTON AP,US,TX,KIAH,29.984,-95.361,27.5,19730101,20231024
722435,12918,WILLIAM P HOBBY,US,TX,KHOU,29.638,-95.282,14.3,19730101,19971231
722436,12906,ELLINGTON FIELD AIRPORT,US,TX,KEFD,29.617,-95.167,9.8,19410701,20231024
722440,12918,WILLIAM P. HOBBY AIRPORT,US,TX,KHOU,29.646,-95.282,13.2,20050101,20231024
722444,53902,MONTGOMERY COUNTY AIRPORT,US,TX,KCXO,30.361,-95.418,69.4,20060101,20231024
722445,3904,EASTERWOOD FLD,US,TX,KCLL,30.589,-96.365,100,19730101,19971231
722446,93987,ANGELINA COUNTY AIRPORT,US,TX,KLFK,31.236,-94.755,87.1,19730101,20231024
722447,3901,LONGVIEW,US,TX,KGGG,32.385,-94.712,113.7,19730101,19910131
722447,53903,HUNTSVILLE MUNICIPAL ARPT,US,TX,KUTS,30.744,-95.587,105.4,20060101,20231024
722448,13972,TYLER POUNDS REGIONAL ARPT,US,TX,KTYR,32.359,-95.404,159.5,19730101,20231024
722469,53912,CAMPBELL FLD-CORSICANA MU,US,TX,KCRS,32.032,-96.399,135,20060101,20231024
722470,3901,EAST TEXAS REGIONAL ARPT,US,TX,KGGG,32.391,-94.714,107.3,19910204,20231024
722479,53907,ARLINGTON MUNICIPAL AIRPORT,US,TX,KGKY,32.658,-97.095,179.7,20060101,20231025
722480,13957,SHREVEPORT REGIONAL AIRPORT,US,LA,KSHV,32.447,-93.824,69.6,19730101,20231024
722484,53905,SHREVEPORT DOWNTOWN ARPT,US,LA,KDTN,32.54,-93.746,52.3,20000101,20231024
722485,13944,BARKSDALE AIR FORCE BASE,US,LA,KBAD,32.5,-93.667,50.6,19370301,20231024
722486,13942,MONROE REGIONAL AIRPORT,US,LA,KMLU,32.516,-92.03,22.1,19421001,20231024
722487,13935,ESLER REGIONAL AIRPORT,US,LA,KESF,31.396,-92.283,26.9,19410701,20231025
722488,3996,VICKSBURG/TALLULAH RGNL AP,US,LA,KTVR,32.348,-91.03,25.2,20050101,20231024
722489,53911,TERRELL MUNICIPAL AIRPORT,US,TX,KTRL,32.713,-96.269,143,20060101,20231024
722499,53948,A L MANGHAM JR RGNL ARPT,US,TX,KOCH,31.578,-94.709,108.2,20060101,20231024
722500,12919,BROWNSVILLE/S PADRE ISLAND INTL AP,US,TX,KBRO,25.915,-97.423,5.7,19470101,20231024
722505,12904,VALLEY INTERNATIONAL ARPT,US,TX,KHRL,26.23,-97.656,9.5,19420301,20231024
722506,12959,MC ALLEN MILLER INTL ARPT,US,TX,KMFE,26.179,-98.245,30.1,19730101,20231024
722508,12957,PORT ISABEL-CAMERON CO APT,US,TX,KPIL,26.16,-97.338,5.1,20050101,20231024
722510,12924,CORPUS CHRISTI INTERNATIONAL AIRPORT,US,TX,KCRP,27.773,-97.513,12.5,19460801,20231024
722515,12926,CORPUS CHRISTI NAS,US,TX,KNGP,27.688,-97.292,4.7,19730101,20231024
722516,12928,KINGSVILLE NAS,US,TX,KNQI,27.509,-97.804,13.4,19730101,20231024
722517,12932,ALICE INTERNATIONAL ARPT,US,TX,KALI,27.741,-98.025,52,19460801,20231024
722518,12974,NAVAL AUXILIARY LANDING FD,US,TX,KNOG,27.895,-98.043,71,20110301,20231024
722520,12907,LAREDO INTERNATIONAL AIRPORT,US,TX,KLRD,27.533,-99.467,150.6,20081124,20231024
722520,12920,LAREDO INTL AIRPORT,US,TX,KLRD,27.55,-99.467,155,19650301,19971231
722523,12970,STINSON MINICIPAL AIRPORT,US,TX,KSSF,29.339,-98.472,173.1,19990101,20231025
722524,12972,ARANSAS COUNTY AIRPORT,US,TX,KRKP,28.084,-97.047,7.5,20060101,20231024
722525,12920,LAREDO AIR FORCE BASE,US,TX,KLRD,27.544,-99.461,154.8,19460806,19650315
722526,12947,COTULLA-LA SALLE CO ARPT,US,TX,KCOT,28.459,-99.223,144,19730101,20231024
722527,12976,BRAZORIA COUNTY AIRPORT,US,TX,KLBX,29.115,-95.463,7.7,20060101,20231024
722530,12921,SAN ANTONIO INTERNATIONAL AIRPORT,US,TX,KSAT,29.544,-98.484,243.6,19460814,20231024
722533,12962,HONDO MUNICIPAL AIRPORT,US,TX,KHDO,29.36,-99.174,281,19420915,20231024
722535,12909,LACKLAND AIR FORCE BASE (KELLY FIELD ANNEX),US,TX,KSKF,29.383,-98.583,210.3,19370707,20231024
722536,12911,RANDOLPH AFB AIRPORT,US,TX,KRND,29.533,-98.262,221.9,19380401,20231025
722537,12961,KRVL MUNI/LUIS SHRER FD AP,US,TX,KERV,29.983,-99.083,492.9,20060101,20231024
722539,12979,SAN MARCOS MUNICIPAL ARPT,US,TX,KHYI,29.891,-97.864,182,20060101,20231024
722540,13904,AUSTIN-BERGSTROM INTL AIRPORT,US,TX,KAUS,30.183,-97.68,146.3,19990524,20231024
722540,13958,AUSTIN/MUELLER MUNI,US,TX,KATT,30.321,-97.76,200.6,19730101,19971231
722541,53914,MCKINNEY MUNICIPAL ARPT,US,TX,KTKI,33.183,-96.59,173.4,20060101,20231025
722542,3999,BURNET MUNICIPAL CRADOCK FIELD AIRPORT,US,TX,KBMQ,30.741,-98.235,386.2,20060101,20231025
722543,12977,SUGAR LAND REGIONAL ARPT,US,TX,KSGR,29.62,-95.657,23.5,20060101,20231024
722544,13958,AUSTIN-CAMP MABRY,US,TX,KATT,30.321,-97.76,204.2,19990602,20231024
722545,13904,BERGSTROM AFB/AUSTI,US,TX,KAUS,30.183,-97.68,150.9,19930104,19971231
722546,12910,SAN MARCOS (AWOS),US,TX,KRJO,29.9,-97.867,182,19920408,19960627
722547,53942,GEORGETOWN MUNICIPAL ARPT,US,TX,KGTU,30.679,-97.679,239.9,20060101,20231024
722550,12912,VICTORIA REGIONAL AIRPORT,US,TX,KVCT,28.862,-96.93,33.7,19411104,20231024
722552,93929,GAINESVILLE MUNICIPAL ARPT,US,TX,KGLE,33.651,-97.197,255.7,20060101,20231025
722553,53928,BRENHAM MUNI,US,TX,K11R,30.219,-96.374,93.9,20060101,20130501
722554,12978,FAYETTE RGNL AIR CTR,US,TX,K3T5,29.908,-96.95,98.8,20060101,20130501
722555,12935,PALACIOS MUNICIPAL AIRPORT,US,TX,KPSX,28.725,-96.254,3.2,19460801,20231024
722556,12925,CHASE NAVAL AIR STATION,US,TX,KNIR,28.367,-97.667,20.1,19730101,19921001
722560,13959,WACO REGIONAL AIRPORT,US,TX,KACT,31.618,-97.228,151.9,19420514,20231024
722563,53952,MC GREGOR EXECUTIVE ARPT,US,TX,KPWG,31.485,-97.316,180.4,20060101,20231024
722570,3933,HOOD AAF AIRPORT,US,TX,KHLR,31.133,-97.717,281.6,19601101,20231024
722572,3933,FORT HOOD,US,TX,KHLR,31.133,-97.717,266.7,19730102,19771202
722575,3972,KILLEEN MUNICIPAL AIRPORT,US,TX,KILE,31.083,-97.683,256.3,20060101,20231024
722576,3902,ROBERT GRAY AFF AIRPORT,US,TX,KGRK,31.067,-97.833,309.4,19500926,20231024
722577,93984,DRAUGHON-MILLER CNTRL TX RGNL ARPT,US,TX,KTPL,31.15,-97.417,207.9,20060101,20231024
722580,13960,DALLAS LOVE FIELD AIRPORT,US,TX,KDAL,32.838,-96.836,147.6,19460726,20231025
722581,13960,DALLAS LOVE FIELD,US,TX,KDAL,32.852,-96.856,148.7,19850531,19900208
722583,13960,DALLAS LOVE FLD,US,TX,KDAL,32.852,-96.856,148.7,19900208,19971231
722585,93901,NAVAL AIR STATION OPERATIONS,US,TX,KNBE,32.733,-96.967,150,19410805,19971230
722587,93955,COX FIELD AIRPORT,US,TX,KPRX,33.633,-95.45,166.7,20060101,20231024
722588,13926,MAJORS AIRPORT,US,TX,KGVT,33.068,-96.065,163.1,20060101,20231024
722589,3991,DENTON MUNICIPAL AIRPORT,US,TX,KDTO,33.209,-97.199,194.6,20060101,20231025
722590,3927,DALLAS/FT WORTH INTERNATIONAL AP,US,TX,KDFW,32.897,-97.022,165.7,19730101,20231025
722593,3985,FORT WORTH SPINKS AIRPORT,US,TX,KFWS,32.565,-97.308,213.4,20060101,20231024
722594,53909,FORT WORTH ALLIANCE ARPT,US,TX,KAFW,32.994,-97.32,215.6,20060101,20231025
722595,13911,FORT WORTH NAVAL AIR STATION JRB/CARSWELL FIELD,US,TX,KNFW,32.767,-97.45,185.3,19421201,20231024
722596,13961,FORT WORTH MEACHAM,US,TX,KFTW,32.819,-97.361,215.2,19460801,19971231
722597,93985,MINERAL WELLS AIRPORT,US,TX,KMWL,32.782,-98.06,287.1,19480310,20231025
722598,3970,ADDISON AIRPORT,US,TX,KADS,32.969,-96.836,196.3,20060101,20231025
722599,3971,DALLAS EXECUTIVE AIRPORT,US,TX,KRBD,32.678,-96.868,200.4,20060101,20231025
722600,3969,CLARK FIELD MUNI AIRPORT,US,TX,KSEP,32.215,-98.178,402.6,19840101,20231024
722610,22004,DEL RIO INTL,US,TX,KDRT,29.367,-100.917,315,19460809,19510430
722610,22010,DEL RIO INTERNATIONAL AIRPORT,US,TX,KDRT,29.378,-100.927,305.7,19510501,20231025
722615,22001,LAUGHLIN AFB AIRPORT,US,TX,KDLF,29.367,-100.783,329.8,19430217,20231024
722616,3032,TERRELL COUNTY AIRPORT,US,TX,K6R6,30.048,-102.213,701,20060101,20231024
722618,23091,FORT STOCKTON-PECOS CO APT,US,TX,KFST,30.912,-102.917,917.7,20050101,20231024
722620,23055,GUADALUPE PASS AMOS,US,TX,KGDP,31.833,-104.809,1655,19770827,20231025
722626,93035,MARFA AP,US,TX,KMRF,30.371,-104.017,1478,19730101,19770802
722630,23034,SAN ANGELO REGIONAL/MATHS FIELD AP,US,TX,KSJT,31.352,-100.495,582.4,19480215,20231024
722635,13973,JUNCTION,US,TX,KJCT,30.511,-99.766,533.1,19730101,19770802
722636,93042,DALHART MUNICIPAL,US,TX,KDHT,36.017,-102.55,1217.4,19421101,19971231
722637,93046,HEMPHILL COUNTY AIRPORT,US,TX,KHHF,35.9,-100.4,730.3,20060101,20231024
722640,93035,MARFA MUNICIPAL AIRPORT,US,TX,KMRF,30.371,-104.017,1478,19361201,20230921
722648,3031,ODESSA-SCHLEMEYER FLD ARPT,US,TX,KODO,31.925,-102.387,909.3,20060101,20231025
722650,23023,MIDLAND INTERNATIONAL AIRPORT,US,TX,KMAF,31.948,-102.209,872.4,19480201,20231024
722654,23091,FT STOCKTON\PECOS,US,TX,KFST,30.912,-102.917,917.4,20080101,20091231
722655,23005,WEBB AFB,US,TX,KBGS,32.217,-101.517,780.9,19420927,19770902
722656,23040,WINKLER COUNTY AIRPORT,US,TX,KINK,31.78,-103.202,858.3,19460801,20231025
722657,23041,BIG SPRING,US,TX,KHCA,32.233,-101.5,783.9,19470101,19741130
722660,13962,ABILENE REGIONAL AIRPORT,US,TX,KABI,32.411,-99.682,544.8,19460801,20231025
722665,13910,ABILENE DYESS AFB,US,TX,KDYS,32.433,-99.85,545.3,19730101,19881231
722666,93943,BROWNWOOD REGIONAL AIRPORT,US,TX,KBWD,31.8,-98.95,419.7,20060101,20231024
722670,23042,LUBBOCK INTERNATIONAL AIRPORT,US,TX,KLBB,33.666,-101.823,993.2,19450810,20231025
722675,23021,REESE AFB/LUBBOCK,US,TX,KREE,33.6,-102.05,1017,19420301,19970411
722676,3035,ARTESIA MUNICIPAL AIRPORT,US,NM,KATS,32.853,-104.468,1079.3,20060101,20231024
722677,3027,CLINES CORNERS,US,NM,KCQC,35.003,-105.663,2158,20060101,20231024
722678,23052,RATON MUNI/CREWS FIELD APT,US,NM,KRTN,36.742,-104.508,1936.4,19980902,20231024
722680,23009,ROSWELL INTERNATIONAL AIR CENTER AP,US,NM,KROW,33.307,-104.508,1104.6,19420713,20231024
722683,93083,SIERRA BLANCA RGNL AIRPORT,US,NM,KSRR,33.45,-105.517,2075.7,20060101,20231025
722686,23008,CANNON AFB AIRPORT,US,NM,KCVS,34.383,-103.317,1309.1,19430125,20231024
722687,93033,CAVERN CITY AIR TRML ARPT,US,NM,KCNM,32.334,-104.258,990.5,19420910,20231025
722688,93034,LEA COUNTY REGIONAL AIRPORT,US,NM,KHOB,32.693,-103.213,1114,19421101,20231024
722689,23077,CLOVIS MUNICIPAL AIRPORT,US,NM,KCVN,34.433,-103.083,1285,20060101,20231024
722691,366,CLAXTON EVANS COUNTY AIRPORT,US,GA,KCWV,32.2,-81.87,34.1,20090101,20231025
722692,367,WARRENTON FAUQUIER AIRPORT,US,VA,KHWY,38.586,-77.711,103,20090101,20231024
722693,93097,ALAMOGORDO-WHITE SANDS RGL AIRPORT,US,NM,KALM,32.84,-105.991,1280.2,20060101,20231024
722695,93041,LAS CRUCES INTL AIRPORT,US,NM,KLRU,32.283,-106.917,1357.6,20060101,20231024
722700,23044,EL PASO INTERNATIONAL AIRPORT,US,TX,KELP,31.812,-106.377,1202.1,19410401,20231024
722707,23055,GUADALUPE PASS,US,TX,KGDP,31.831,-104.809,1663,19730101,19770802
722710,93045,TRH OR CONSEQCES MUNI ARPT,US,NM,KTCS,33.237,-107.268,1470.2,19780301,20231025
722720,93026,BISBEE DOUGLAS INTL ARPT,US,AZ,KDUG,31.458,-109.606,1251.2,20100801,20231024
722720,93063,BISBEE DOUGLAS INTL,US,AZ,KSVC,32.633,-108.167,1659.9,19730101,20100801
722721,93063,GRANT COUNTY AIRPORT,US,NM,KSVC,32.633,-108.167,1637.7,20050101,20231024
722725,23078,DEMING MUNICIPAL AIRPORT,US,NM,KDMN,32.259,-107.721,1311.6,20060101,20231025
722726,93045,NOGALES (AMOS),US,AZ,KTCS,33.237,-107.268,1480.7,19730101,19780228
722728,3196,NOGALES INTERNATIONAL ARPT,US,AZ,KOLS,31.421,-110.847,1193,20060101,20231024
722730,3124,SIERRA VISTA MUNICIPAL-LIBBY AAF AIRPORT,US,AZ,KFHU,31.588,-110.344,1438.4,19541011,20231024
722735,93026,BISBEE DOUGLAS INTL,US,AZ,KDUG,31.458,-109.606,1250,19421116,19971231
722740,23160,TUCSON INTERNATIONAL AIRPORT,US,AZ,KTUS,32.132,-110.956,777.6,19730101,20231024
722745,23109,DAVIS-MONTHAN AFB AIRPORT,US,AZ,KDMA,32.167,-110.883,824.2,19410717,20231024
722747,93084,SAFFORD REGIONAL AIRPORT,US,AZ,KSAD,32.857,-109.636,967.8,20060101,20231025
722748,3914,CASA GRANDE MUNICIPAL ARPT,US,AZ,KCGZ,32.95,-111.767,445.6,20060101,20231024
722749,53128,CHANDLER MUNICIPAL AIRPORT,US,AZ,KCHD,33.269,-111.813,378.9,20060101,20231024
722764,3029,WINDOW ROCK AIRPORT,US,AZ,KRQE,35.657,-109.06,2055.2,20060101,20231024
722780,23183,PHOENIX SKY HARBOR INTL AIRPORT,US,AZ,KPHX,33.428,-112.004,339.2,19730101,20231024
722783,3185,FALCON FIELD AIRPORT,US,AZ,KFFZ,33.466,-111.721,423.3,20060101,20231024
722784,3184,PHOENIX DEER VALLEY ARPT,US,AZ,KDVT,33.69,-112.066,453.4,20060101,20231024
722785,23111,LUKE AFB AIRPORT,US,AZ,KLUF,33.55,-112.367,330.7,19411201,20231024
722786,23104,WILLIAMS GATEWAY AIRPORT,US,AZ,KIWA,33.3,-111.667,421.2,19420301,20231025
722787,53126,GLENDALE MUNICIPAL AIRPORT,US,AZ,KGEU,33.527,-112.295,324.9,20060101,20231024
722788,3186,PHOENIX GOODYEAR AIRPORT,US,AZ,KGYR,33.417,-112.383,295.1,20060101,20231024
722789,3192,SCOTTSDALE AIRPORT,US,AZ,KSDL,33.612,-111.923,436.1,20060101,20231024
722800,23195,YUMA MARINE CORPS AIR STATION/YUMA INTL AIRPORT,US,AZ,KYUM,32.667,-114.6,62.8,19420116,19971231
722805,3145,YUMA MCAS,US,AZ,KNYL,32.65,-114.617,64.9,19770127,19870630
722810,23199,NAF,US,CA,KNJK,32.832,-115.664,-14.1,19840413,20231024
722813,53146,PIONEER AIRFIELD,US,AZ,KALK,31.606,-110.428,1445.4,20080807,20231024
722817,3068,ELLICOTT-B AFA,US,CO,KABH,38.767,-104.3,1837.9,20060501,20231024
722819,53989,MULTI PURPOSE RANGE,US,KS,KAMM,39.294,-96.926,385.3,20060601,20170110
722820,3949,PEASON RIDGE,US,LA,KAQV,31.357,-93.176,115.3,20060101,20231024
722821,53988,FULLERTON LANDING STRIP,US,LA,KBKB,31.022,-92.911,94.5,20060101,20231024
722822,63903,DIRT STRIP EAST OF FORT POLK,US,LA,KDNK,31.114,-92.966,114,20050303,20130503
722823,3749,CAMP DAVID,US,MD,KRSP,39.645,-77.468,563,20060501,20231024
722825,53145,TONOPAH TEST RANGE #74,US,NV,KBJN,37.617,-116.264,1755.7,20060101,20150201
722826,93762,SITE R,US,PA,KRYT,39.733,-77.433,249.3,20060501,20171114
722857,368,WALHALLA MUNICIPAL AIRPORT,US,ND,K96D,48.941,-97.903,290.2,20101118,20231024
722860,23119,MARCH AIR RESERVE BASE,US,CA,KRIV,33.9,-117.25,468.2,19330101,20231024
722865,93180,ONTARIO,US,CA,KONT,34.067,-117.65,303.9,19421215,19971231
722866,23122,SAN BERNARDINO INTERNATIONAL AIRPORT,US,CA,KSBD,34.095,-117.235,353.3,19430106,19931030
722867,23156,BEAUMONT,US,CA,KBUO,33.933,-116.967,692,19730101,19971231
722868,93138,PALM SPRINGS INTL AIRPORT,US,CA,KPSP,33.822,-116.504,124.7,20060101,20231024
722869,3171,RIVERSIDE MUNICIPAL ARPT,US,CA,KRAL,33.953,-117.435,257.7,20060101,20231024
722874,93134,DOWNTOWN L.A./USC CAMPUS,US,CA,KCQT,34.024,-118.291,54.6,20000101,20231024
722880,23152,BURBANK-GLENDALE-PASA ARPT,US,CA,KBUR,34.2,-118.365,222.7,19430601,20231024
722885,93197,SANTA MONICA MUNI AIRPORT,US,CA,KSMO,34.021,-118.447,53.3,20060101,20231024
722886,23130,VAN NUYS AIRPORT,US,CA,KVNY,34.212,-118.491,239.2,19421211,20231024
722887,3180,BRACKETT FIELD AIRPORT,US,CA,KPOC,34.1,-117.783,308.2,20060101,20231022
722890,93136,MOUNT WILSON,US,CA,KMWS,34.233,-118.067,1739.2,19500101,19971231
722895,23243,LOMPOC AIRPORT,US,CA,KLPC,34.667,-120.467,26.8,20060101,20231024
722897,93206,SAN LUIS CO REGIONAL ARPT,US,CA,KSBP,35.238,-120.644,55.8,20060101,20231024
722899,3179,CHINO AIRPORT,US,CA,KCNO,33.976,-117.625,193.9,20060101,20231024
722900,23188,SAN DIEGO INTERNATIONAL AIRPORT,US,CA,KSAN,32.734,-117.183,4.6,19420101,20231024
722903,3131,MONTGOMERY FIELD AIRPORT,US,CA,KMYF,32.815,-117.137,127.5,20060101,20231024
722904,3178,BROWN FIELD MUNICIPAL ARPT,US,CA,KSDM,32.576,-116.994,158.9,20060101,20231024
722904,23196,BROWN FLD MUNI,US,CA,KSDM,32.567,-116.967,160,19780429,19971231
722906,93112,NORTH ISLAND NAS,US,CA,KNZY,32.692,-117.21,4.4,19450401,20231024
722907,53143,GILLESPIE FIELD AIRPORT,US,CA,KSEE,32.826,-116.973,118,20060101,20231024
722909,93115,NAVAL AUXILIARY LANDING FD,US,CA,KNRS,32.568,-117.117,7.2,19730101,20231024
722910,93116,SAN NICOLAS ISLAND NAVAL OUTLYING FIELD,US,CA,KNSI,33.234,-119.456,161.3,19430616,20231025
722915,93114,TUSTIN MCAF,US,CA,KNTK,33.7,-117.833,16.5,19760101,19891130
722920,23191,CATALINA AIRPORT,US,CA,KAVX,33.404,-118.415,477,19430612,20231024
722925,93117,NALF/F. SHERMAN FLD ARPT,US,CA,KNUC,33.023,-118.588,55.5,19430610,20231024
722926,3154,MARINE CORPS AIR STATION,US,CA,KNFG,33.304,-117.355,21.4,19730102,20231024
722927,3177,MCCLELLAN-PALOMAR AIRPORT,US,CA,KCRQ,33.13,-117.277,95.3,20060101,20231024
722928,369,MCOLF CAMP PENDLETON RED BEACH AIRPORT,US,CA,KNXF,33.286,-117.456,27.1,20091029,20231024
722930,93107,SAN DIEGO/MIRAMAR N,US,CA,KNKX,32.867,-117.133,145.7,19890101,19971231
722931,93107,MARINE CORPS AIR STATION,US,CA,KNKX,32.867,-117.133,145.4,20050401,20231024
722934,53121,OCEANSIDE MUNICIPAL ARPT,US,CA,KOKB,33.219,-117.35,9.1,20060101,20231024
722950,23174,LOS ANGELES INTERNATIONAL AIRPORT,US,CA,KLAX,33.938,-118.387,29.7,19440101,20231024
722953,3183,MOJAVE AIRPORT,US,CA,KMHV,35.067,-118.15,849.5,20060102,20231024
722955,3122,TORRANCE AIRPORT,US,CA,KTOA,33.802,-118.342,27.4,19440601,19971231
722955,3174,ZAMPERINI FIELD AIRPORT,US,CA,KTOA,33.803,-118.34,29.6,20060101,20231024
722956,3167,NRTHORP FLD/HATHRN MUNI AP,US,CA,KHHR,33.924,-118.333,16.6,20060101,20231024
722970,23129,LONG BEACH / DAUGHERTY FIELD / AIRPORT,US,CA,KLGB,33.812,-118.147,10.2,19430101,20231024
722972,63878,LITCHFIELD MUNICIPAL AIRPORT,US,IL,K3LF,39.163,-89.675,210.3,20060101,20231024
722975,53141,LOS ALAMITOS AAF AIRPORT,US,CA,KSLI,33.79,-118.052,10.7,20060101,20231024
722975,93106,LOS ALAMITOS AAF,US,CA,KSLI,33.783,-118.05,11,19820907,19971231
722976,3166,FULLERTON MUNICIPAL ARPT,US,CA,KFUL,33.872,-117.986,26.3,20060101,20231024
